0,1.7711,4,8.3902e-05,4,-7.3627,0,1452,2
0,3.7952,1,8.5705e-05,NaN,-8.6695,0,1452,2
0,1.3735,1,3.6051e-05,1,-100,0,1452,2
0,525.31,3,0.00023876,5,-10.994,1,1452,2
0,0,0,0.00031221,2,-7.4481,1,1452,2
NaN,0,0,1.1328e-05,NaN,-53.96,1,1452,2
NaN,0,0,1.7657e-05,NaN,-8.3336,1,1452,2
NaN,0,0,1.1913e-05,NaN,-53.96,1,1452,2
NaN,0,0,2.9603e-05,NaN,-53.96,1,1452,2
NaN,0,0,2.7874e-05,NaN,-7.2955,1,1452,2
NaN,0,0,1.7881e-05,NaN,-55.346,1,1452,2
NaN,0,0,3.0803e-05,NaN,-55.346,1,1452,2
NaN,0,0,3.375e-05,NaN,-8.0712,1,1452,2
NaN,0,0,2.1017e-05,NaN,-54.653,1,1452,2
NaN,0,0,1.6418e-05,NaN,-54.653,1,1452,2
NaN,0,0,4.3299e-06,NaN,-8.6482,1,1452,2
NaN,0,0,2.4357e-05,NaN,-54.653,1,1452,2
NaN,0,0,2.162e-05,NaN,-54.653,1,1452,2
NaN,0,0,2.0031e-05,NaN,-9.9168,1,1452,2
NaN,0,0,4.6876e-05,NaN,-55.346,1,1452,2
NaN,0,0,2.1314e-05,NaN,-54.641,1,1452,2
NaN,0,0,1.1148e-05,NaN,-11.201,1,1452,2
NaN,0,0,1.712e-05,NaN,-53.96,1,1452,2
NaN,0,0,3.8181e-05,NaN,-53.96,1,1452,2
NaN,0,0,2.9257e-05,NaN,-12.013,1,1452,2
NaN,0,0,2.3355e-05,NaN,-54.653,1,1452,2
NaN,0,0,8.5486e-05,NaN,-55.334,1,1452,2
NaN,0,0,5.5708e-05,NaN,-13.072,1,1452,2
0,0,0,7.9488e-05,NaN,-55.346,1,1452,2
NaN,0,0,4.527e-05,NaN,-55.346,1,1452,2
NaN,0,0,3.099e-05,NaN,-10.545,1,1452,2
NaN,0,0,8.5338e-05,NaN,-54.653,1,1452,2
NaN,0,0,2.4901e-05,NaN,-54.653,1,1452,2
NaN,0,0,1.4669e-05,NaN,-9.3739,1,1452,2
NaN,0,0,8.9199e-05,NaN,-53.737,1,1452,2
NaN,0,0,2.6418e-05,NaN,-53.725,1,1452,2
NaN,0,0,8.2394e-06,NaN,-9.2069,1,1452,2
NaN,0,0,2.1111e-05,NaN,-55.346,1,1452,2
NaN,0,0,6.461e-05,NaN,-100,1,1452,2
NaN,0,0,1.4118e-05,NaN,-7.1866,1,1452,2
NaN,0,0,1.5148e-05,NaN,-100,1,1452,2
NaN,0,0,3.7377e-05,NaN,-100,1,1452,2
NaN,0,0,7.63e-05,NaN,-10.399,1,1452,2
NaN,0,0,1.0539e-05,NaN,-55.346,1,1452,2
NaN,0,0,9.6434e-06,NaN,-55.346,1,1452,2
NaN,0,0,2.9524e-05,NaN,-9.3932,1,1452,2
NaN,0,0,0.000118,NaN,-55.346,1,1452,2
NaN,0,0,1.231e-05,NaN,-55.346,1,1452,2
NaN,0,0,1.4349e-05,NaN,-8.7225,1,1452,2
NaN,0,0,5.962e-05,NaN,-55.346,1,1452,2
NaN,0,0,1.6308e-05,NaN,-55.346,1,1452,2
NaN,0,0,1.3216e-05,1,-9.1804,1,NaN,2
NaN,0,0,7.837e-05,1,-100,1,1452,2
NaN,0,0,1.1068e-05,NaN,-100,1,1452,2
NaN,0,0,1.6837e-05,NaN,-7.7269,1,1452,2
0,0,0,1.6346e-05,1,-55.334,1,1452,2
1,0,0,3.114e-05,NaN,-55.334,1,1452,2
0,238.55,483,0.00010558,3,-5.4055,0,1452,2
NaN,473.16,18,0.00023697,NaN,-54.641,0,1452,2
NaN,427.34,62,0.00024849,NaN,-54.653,0,1452,2
