1446042049.861	0
1446046618.406	0
1446046618.406	0
1446046621.984	0
1446046621.984	0
1446047365.026	1
1446048506.168	1
1446048586.039	1
1446048722.901	1
1446048724.877	1
1446048810.565	1
1446048854.155	0
1446049807.171	0
1446049955.622	0
1446051432.255	1
1446051443.324	0
1446051849.984	1
1446053879.292	0
1446058832.355	1
1446059836.562	0
1446059858.645	0
1446059869.255	1
1446059921.448	1
1446059960.413	0
1446060273.307	0
1446061626.552	1
1446061704.602	1
1446062406.207	1
1446063451.647	1
1446063851.701	1
1446064380.885	1
1446065616.539	1
1446067177.883	0
1446067863.337	1
1446067915.438	1
1446068045.888	0
1446068176.428	1
1446068598.775	1
1446069784.235	1
1446069842.406	1
1446069885.223	1
1446070936.526	1
1446071004.283	1
1446071807.942	1
1446072987.385	0
1446078212.793	1
1446078343.949	1
1446078417.743	1
1446079794.837	1
1446080843.443	1
1446081073.393	1
1446123167.527	1
1446123200.04	1
1446123241.62	1
1446123286.677	0
1446125446.978	1
1446130919.662	0
1446131333.459	1
1446131488.338	1
1446131557.1	0
1446132595.887	0
1446132595.887	0
1446149552.393	0
1446153647.122	0
1446155901.661	0
1446168828.602	0
1446170041.71	0
1446173906.423	1
1446173946.292	0
1446174686.287	1
1446210785.595	1
1446213293.116	1
1446213335.248	1
1446213426.057	0
1446215116.662	1
1446215135.071	1
1446222969.958	0
1446224134.836	1
1446224576.419	1
1446224634.133	1
1446224652.03	1
1446225720.441	0
1446228501.534	1
1446229523.575	1
1446230031.804	1
1446230093.518	1
1446230398.745	1
1446230566.214	1
1446231630.732	1
1446234592.3	0
1446238835.447	1
1446238920.816	1
1446241018.663	1
1446242188.002	1
1446242188.002	1
1446242242.917	1
1446242242.917	1
1446242276.328	1
1446242276.328	1
1446242369.766	1
1446242417.804	1
1446242884.391	1
1446244745.87	1
1446245096.381	0
1446246387.888	1
1446246456.044	0
1446246609.375	0
1446253700.612	1
1446307004.655	1
1446309089.83	1
1446309354.871	1
1446310830.299	1
1446310899.813	1
1446311004.818	1
1446311058.357	1
1446311112.5	1
1446311657.369	1
1446323162.885	1
1446324647.351	1
1446324810.807	1
1446325268.477	1
1446327146.758	1
1446328147.064	1
1446328832.692	1
1446329881.305	1
1446335756.6	1
1446340076.528	1
1446342912.939	1
1446344512.736	1
1446344552.437	1
1446366189.596	1
1446392357.6	1
1446396937.727	0
1446402214.179	1
1446403186.819	1
1446405197.736	1
1446407380.613	0
1446408651.667	1
1446408802.76	1
1446408885.063	1
1446409010.295	1
1446409029.725	1
1446409241.705	0
1446409914.091	1
1446410000.787	1
1446410209.915	1
1446411052.98	1
1446411122.869	1
1446411142.968	1
1446415345.068	1
1446417531.338	1
1446418765.745	1
1446418899.393	1
1446419365.767	1
1446421174.97	0
1446421356.926	0
1446476615.8	1
1446489305.048	1
1446489459.219	1
1446489495.4	1
1446489535.972	1
1446490550.764	1
1446493075.677	1
1446493710.061	1
1446495959.304	1
1446495961.578	1
1446495964.195	1
1446495965.184	1
1446496079.799	0
1446496849.338	1
1446498200.266	1
1446501813.008	1
1446501886.587	1
1446503374.338	1
1446503721.501	1
1446504426.252	1
1446505973.44	0
1446506394.198	0
1446507165.668	1
1446507700.187	1
1446512835.873	1
1446513735.237	1
1446513838.699	0
1446513868.134	1
1446513914.105	0
1446524717.29	1
1446528440.634	1
1446529879.677	0
