1449794818.368	1
1449859553.488	1
1449892483.491	1
1449892488.37	1
1449929850.214	1
1449945846.128	1
1449948960.775	1
1449949141.668	1
1449953769.48	0
1449954952.107	0
1449956108.889	0
1449956117.934	0
1449956313.434	0
1449957195.114	0
1449959173.221	0
1449976576.025	1
1449980209.737	1
1449980245.607	1
1449980296.821	1
1449980329.045	1
1449983070.599	1
1449983110.76	1
1450031981.643	0
1450032009.709	0
1450032048.858	0
1450036860.715	1
1450039490.998	1
1450040897.306	1
1450041554.039	1
1450041563.548	1
1450041574.653	1
1450041580.205	1
1450042651.153	1
1450049638.336	1
1450054728.767	1
1450054887.875	1
1450054913.436	1
1450055073.881	1
1450055141.683	1
1450055165.118	1
1450056462.141	1
1450065199.889	1
1450065238.237	1
1450065314.764	1
1450065319.319	1
1450071771.975	1
1450092587.04	1
1450098000.493	1
1450098319.563	1
1450104872.711	1
1450104905.213	1
1450104906.0	1
1450105725.376	1
1450114820.877	1
1450118690.339	1
1450118763.053	1
1450118772.795	1
1450118839.372	1
1450118928.219	1
1450119753.142	1
1450125992.964	1
1450126038.283	1
1450126073.175	1
1450126158.782	1
1450141435.212	1
1450141463.533	1
1450150076.121	1
1450151706.56	1
1450153649.131	1
1450154232.728	1
1450154488.658	1
1450154891.821	1
1450155278.602	1
1450157849.748	1
1450188709.022	1
1450194456.186	1
1450196131.45	1
1450196408.165	1
1450196933.408	1
1450197317.802	1
1450197351.691	1
1450199783.642	1
1450206874.591	0
1450207146.081	0
1450207375.602	1
1450207419.514	1
1450207459.745	1
1450207611.238	1
1450207620.056	1
1450207623.269	1
1450207642.41	1
1450207658.371	1
1450207814.445	1
1450207819.548	1
1450207956.71	1
1450221177.997	1
1450230435.369	1
1450231564.71	1
1450232523.269	1
1450232544.933	1
1450233089.881	1
1450233096.665	1
1450234020.439	1
1450236949.706	1
1450285314.229	1
1450285381.108	1
1450289419.621	1
1450289452.911	1
1450289498.516	1
1450291739.827	1
1450295191.587	1
1450295193.755	1
1450298291.609	1
1450307266.071	1
1450307849.127	1
1450314757.852	1
1450318775.982	1
1450318905.453	1
1450319008.588	1
1450322991.635	1
1450323239.467	1
1450348160.328	1
1450374979.619	1
1450376237.48	0
1450376322.714	0
1450376345.801	0
1450381180.918	1
1450383547.933	1
1450383599.158	1
1450383712.404	1
1450383779.358	1
1450384061.127	1
1450384346.949	1
1450386429.09	1
1450386737.259	1
1450386832.313	1
1450387099.82	1
1450394253.511	1
1450396991.795	1
1450406897.958	1
1450408852.499	1
1450409027.426	1
1450409253.672	1
1450411389.094	1
1450417183.011	1
1450420685.135	1
1450421055.753	1
1450437893.354	1
1450437994.462	1
1450439813.418	1
1450459422.563	1
1450459960.923	1
1450460030.259	1
1450464560.5	1
1450464832.262	1
1450466253.456	1
1450466509.225	1
1450466994.28	1
1450496037.13	1
1450503013.993	1
1450503065.51	0
1450504316.871	0
1450504344.102	0
1450505178.881	0
1450505188.202	0
1450554137.676	1
1450560182.184	1
1450567439.713	1
1450567531.95	1
1450592893.309	1
1450592940.377	1
1450593020.515	1
1450593049.823	1
1450593086.491	1
1450593468.009	1
1450596775.701	1
1450596816.407	1
1450598542.766	1
1450599471.295	1
1450599534.138	1
1450600848.952	1
1450641648.702	1
1450645105.579	1
1450645214.119	1
1450645435.573	1
1450645505.46	1
1450645542.679	1
1450649567.908	1
1450649599.719	1
1450650334.731	1
1450650567.648	1
1450650615.828	1
1450650645.251	1
1450657631.149	1
1450662994.661	1
1450663047.294	1
