1447212390.0	1
1447212390.0	1
1447212390.0	1
1447212390.0	1
1447293887.0	1
1447293887.0	1
1447293887.0	1
1447293887.0	1
1447380414.0	1
1447464881.0	1
1447464881.0	1
1447552310.0	1
1447552310.0	1
1447552310.0	1
1447637744.0	1
1447637744.0	1
1447637744.0	1
1447637744.0	1
1447725939.0	1
1447725939.0	1
1447725939.0	1
1447725939.0	1
1447810655.0	1
1447810655.0	1
1447810655.0	1
1447810655.0	1
1447810655.0	1
1447899440.0	1
1447899440.0	1
1448072486.0	1
1448157912.0	1
1448157912.0	1
1448242520.0	1
1448242520.0	1
1448242520.0	1
1448242520.0	1
1448330635.0	1
1448415300.0	1
1448415300.0	1
1448674498.0	1
1448674498.0	1
1448674498.0	1
1448674498.0	1
1448762209.0	1
1448762209.0	1
1448762209.0	1
1448847240.0	1
1448847240.0	1
1448847240.0	1
1448847240.0	1
1448935397.0	1
1449021862.0	1
1449021862.0	1
1449021862.0	1
1449021862.0	1
1449108248.0	1
1449108248.0	1
1449108248.0	1
1449195497.0	1
1449282188.0	1
1449282188.0	1
1449282188.0	1
1449365866.0	1
1449365866.0	1
1449365866.0	1
1449365866.0	1
1449452325.0	1
1449452325.0	1
1449452325.0	1
1449538481.0	1
1449626646.0	1
1449712397.0	1
1449712397.0	1
1449799132.0	1
1449799132.0	1
1449884023.0	1
1449884023.0	1
1449884023.0	1
1449970833.0	1
1449970833.0	1
1450056723.0	1
1450056723.0	1
1450143395.0	1
1450143395.0	1
1450229563.0	1
1450229563.0	1
1450229563.0	1
1450320774.0	1
1450405333.0	1
1450405333.0	1
1450490139.0	1
1450490139.0	1
1450490139.0	1
1450490139.0	1
1450578208.0	1
1450578208.0	1
1450666420.0	1
1450666420.0	1
1450754766.0	1
1450834376.0	1
1450834376.0	1
1450834376.0	1
1450834376.0	1
1450834376.0	1
1450834376.0	1
1450921330.0	1
1450921330.0	1
1450921330.0	1
1451007382.0	1
1451007382.0	1
1451007382.0	1
1451007382.0	1
1451093767.0	1
1451093767.0	1
1451093767.0	1
1451093767.0	1
1451183838.0	1
1451266438.0	1
1451266438.0	1
1451266438.0	1
1451266438.0	1
1451357786.0	1
1451357786.0	1
1451357786.0	1
1451441878.0	1
1451441878.0	1
1451441878.0	1
1451441878.0	1
1451441878.0	1
1451528094.0	1
1451528094.0	1
1451528094.0	1
1451612018.0	1
1451612018.0	1
1451612018.0	1
